"Description","Part","Top","PR (Cell)","PR (Pblock)","SLR-Level Analysis","Clock Regions","LUT(#)","FD(#)","RAMB/FIFO(#)","URAM(#)","DSP(#)","Criteria to review","LUT(%)","FD(%)","LUTRAM+SRL(%)","CARRY8(%)","LOOKAHEAD8(%)","MUXF7(%)","MUXF8(%)","LUT Combining(%)","DSP(%)","RAMB/FIFO(%)","URAM(%)","DSP+RAMB+URAM (Avg)(%)","BUFGCE* + BUFGCTRL","Control Sets","DONT_TOUCH(#)","MARK_DEBUG(#)","Average Fanout for modules > 100k cells","Non-FD high fanout nets > 10k loads","TIMING-6","TIMING-7","TIMING-8","TIMING-14","TIMING-35","Number of paths above max LUT budgeting 0.575ns","Number of paths above max Net budgeting 0.403ns",MMCM*,PLL*,Worst_Setup_Slack,Worst_Hold_Slack
"Value","xc7z010clg225-1","system_top","","","","","12925","18887","4","n/a","20","5","73.44","53.66","10.00","n/a","n/a","7.91","6.95","24.56","25.00","6.67","n/a","15.84","3","705","29","0","0","0","0","0","0","0","0","0","0",0,0,0.613,0.014
